"fruits, e.g., apples, mangoes, melons, oranges, papayas, peaches, pineapple","vinegar, e.g., champagne, sherry","oil, e.g., flax seed, hemp, mustard, nut, olive, safflower, sesame, vegetable, walnut",celery salt,southeast asian cuisines,"beans, e.g., borlotti, fava, green, white","slaws, e.g., asian","sesame, e.g., oil, seeds","eggs, e.g., custards, omelets, quiches","wine, esp. dry, red or port","noodles, asian, e.g., mung bean, udon",tamarind,"barley, e.g., pearl","sauces, e.g., pasta, puttanesca","squash, e.g., spaghetti, summer","puddings, e.g., bread, rice","soups, e.g., fennel, potato, tomato, vegetable","cheese, e.g., blue, cottage, monterey jack","pears, e.g., asian","spirits, e.g., bourbon, brandy, cognac, cointreau, kirsch","mushrooms, e.g., portobello","cereals, breakfast, e.g., granola","salads, e.g., fruit, rice","onions, e.g., red, spring",oats or oatmeal,"wine, red or white; fruity, sparkling, and/or sweet, e.g., champagne, prosecco, sauternes",jams,"rice, e.g., brown, red, wild",frittatas,"desserts, e.g., fruit cobblers or crisps",broccoli and broccolini,"oil, e.g., hazelnut, nut, olive, peanut, walnut","melon, e.g., cantaloupe, honeydew","zucchini, e.g., grilled","pepper, e.g., pink",apples and apple juice,bay leaf,"chiles, e.g., jalapeño, and chili powder","nuts, e.g., almonds, hazelnuts",tempeh,beans,"breads, e.g., fruit and/or nut; whole grain","fruits, esp. fresh, tropical, e.g., guavas, lychees, mangoes, papayas, passion fruit, pineapple","liqueurs, e.g., brandy, cointreau, grand marnier, kirsch, orange","soups, e.g., carrot, onion, vegetable","mustard, e.g., dijon or seeds","liqueurs, orange, e.g., cointreau, grand marnier","croutons, e.g., whole-grain","cheese, e.g., chèvre, feta, goat, mozzarella, parmesan, ricotta","juices, fruit","berries, e.g., blackberries","bread, garlic",tamarind and tamarind juice,tabbouleh,"cheese, e.g., feta, goat, gruyère, parmesan, ricotta, swiss","drinks, e.g., piña coladas","soups, e.g., barley, cucumber",quince paste,shortcakes,"greens, e.g., baby",grapefruit grapes,"vinegar, e.g., balsamic, champagne, cider, red wine, sherry, white wine",european cuisines,"cheese, e.g., blue, cream, feta, halloumi, parmesan",melon,"nuts, e.g., almonds","chiles, e.g., milder",rice balls,"drinks, e.g., sparkling water, sparkling wine","pepper, e.g., black or white","vinegar, e.g., champagne, rice, sherry",piecrusts,"cheese, e.g., feta, fontina, fresh, mozzarella, parmesan, pecorino, ricotta, ricotta salata, romano, sheep’s milk, smoked mozzarella, white",lassis,"nuts, e.g., almonds, walnuts","*mushrooms, e.g., button, chanterelle, cremini, porcini, portabello, shiitake, wild","greens, e.g., salad","soups, e.g., avgolemono, lentil","onions, e.g., green, pearl, red, spring, white, yellow",egg salad,sugar snap peas,mexican cuisine,"bell peppers, e.g., roasted","oil, e.g., canola, grapeseed, olive, sesame","beans, e.g., black, fermented black, green, white","chili powder, e.g., chipotle","salad dressings, e.g., lemon “vinaigrette”","chiles, e.g., pequillo; and chili pepper flakes, chili pepper sauce","drinks, e.g., cocktails, juices, punches",cauliflower,"nuts, e.g., almonds, hazelnuts, pecans, pistachios, walnuts",chinese cuisine,galangal,jellies,"seeds, sesame","baked goods, e.g., breads, cakes, cookies, muffins, pies, quick breads, scones","beverages, e.g., juices, mimosas","greens, e.g., carrot, collard, salad","chiles, e.g., jalapeño; and chili pepper flakes",spreads,name
0.014022053219377995,0.010569668374955654,0.01589282974600792,0.0005352799198590219,0.0010176701471209526,0.012115603312849998,0.0074692536145448685,0.010856310836970806,0.009154802188277245,0.005817390512675047,0.009001403115689754,0.0,0.007580280769616365,0.00793980248272419,0.00793980248272419,0.009328948333859444,0.011271245777606964,0.009354030713438988,0.0074692536145448685,0.012145173735916615,0.006966392509639263,0.00793980248272419,0.010017814114689827,0.010095452889800072,0.000990476692095399,0.011453582905232906,0.0,0.011418579146265984,0.0,0.005910418462008238,0.0009974660351872444,0.01297016441822052,0.008321908302605152,0.006480964832007885,0.0074692536145448685,0.0013689097249880433,0.0005352799198590219,0.0076155466958880424,0.010420147329568863,0.0,0.0,0.0054610660299658775,0.01417174655944109,0.012592703104019165,0.01087743230164051,0.006574716418981552,0.010191968642175198,0.004974537994712591,0.012788001447916031,0.0046396516263484955,0.006480964832007885,0.003546104533597827,0.0011475436622276902,0.0,0.012523122131824493,0.004898812621831894,0.009196124039590359,0.0005352799198590219,0.0,0.007259745616465807,0.0005352799198590219,0.013182131573557854,0.0005769096896983683,0.013330236077308655,0.0,0.00911315530538559,0.0074692536145448685,0.0006344836438074708,0.006880549713969231,0.007742303889244795,0.012514728121459484,0.0,0.014855457469820976,0.0,0.010420147329568863,0.012494709342718124,0.008740214630961418,0.008688111789524555,0.014866622164845467,0.0006204015808179975,0.0008737182361073792,0.0005769096896983683,0.005748761352151632,0.012012390419840813,0.010170159861445427,0.006668641231954098,0.6027714610099792,0.006515161134302616,0.01025184616446495,0.0,0.012900171801447868,0.0005769096896983683,0.0,0.0,0.004496322479099035,0.011498715728521347,0.008539089001715183,0.01087743230164051,0.005467785522341728,0.0,"“CHEESE,” VEGAN"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AÇAI
0.24663662910461426,0.20882581174373627,0.27722790837287903,0.013111677952110767,0.02492782287299633,0.22255921363830566,0.1605246663093567,0.21448901295661926,0.17293354868888855,0.11627808213233948,0.17200466990470886,0.0,0.16291078925132751,0.15686732530593872,0.15686732530593872,0.18431279063224792,0.20704865455627441,0.178742915391922,0.1605246663093567,0.21888969838619232,0.14971747994422913,0.15686732530593872,0.19792279601097107,0.19945670664310455,0.0242617204785347,0.21012470126152039,0.0,0.21569611132144928,0.0,0.13050103187561035,0.024432923644781113,0.2337583303451538,0.1644166260957718,0.13928496837615967,0.1605246663093567,0.03353143483400345,0.013111677952110767,0.1539863646030426,0.20587171614170074,0.0,0.0,0.12138790637254715,0.2586095631122589,0.2291036695241928,0.2054738998413086,0.1440591961145401,0.19475477933883667,0.10690975189208984,0.22730691730976105,0.07557278871536255,0.13928496837615967,0.05776059627532959,0.028109075501561165,0.0,0.22259867191314697,0.10638753324747086,0.1816885769367218,0.013111677952110767,0.0,0.15602204203605652,0.013111677952110767,0.23824124038219452,0.014131399802863598,0.24024781584739685,0.0,0.19585438072681427,0.1605246663093567,0.01554167177528143,0.13912472128868103,0.16964231431484222,0.23640231788158417,0.0,0.25783857703208923,0.0,0.20587171614170074,0.2197718769311905,0.18783937394618988,0.17165175080299377,0.26425445079803467,0.015196733176708221,0.021401723846793175,0.014131399802863598,0.12484586983919144,0.22066321969032288,0.18878215551376343,0.144822895526886,0.10061079263687134,0.13628949224948883,0.19365663826465607,0.0,0.23249685764312744,0.014131399802863598,0.0,0.0,0.07323818653821945,0.20535185933113098,0.168707475066185,0.2054738998413086,0.12153727561235428,0.0,"ALLIUMS (see GARLIC, LEEKS, ONIONS, etc.)"
0.04567772150039673,0.03443136066198349,0.05404214560985565,0.006527703255414963,0.01241041999310255,0.03946734592318535,0.02433156594634056,0.03536511957645416,0.029822345823049545,0.02913629449903965,0.032461944967508316,0.0,0.024693243205547333,0.025864407420158386,0.025864407420158386,0.030389636754989624,0.03671679645776749,0.033733636140823364,0.02433156594634056,0.03956367075443268,0.022693464532494545,0.025864407420158386,0.03263366222381592,0.032886575907468796,0.01207879837602377,0.3188267648220062,0.0,0.03719674050807953,0.0,0.029602225869894028,0.22536857426166534,0.04225113242864609,0.027109142392873764,0.021112151443958282,0.02433156594634056,0.21175995469093323,0.006527703255414963,0.1905021071434021,0.03394429013133049,0.0,0.0,0.40530216693878174,0.05057782679796219,0.04398798197507858,0.03543391823768616,0.029628271237015724,0.036755505949258804,0.016204873099923134,0.04165772348642349,0.015113957226276398,0.021112151443958282,0.011551660485565662,0.17751628160476685,0.0,0.04079486057162285,0.01924685388803482,0.029956955462694168,0.006527703255414963,0.0,0.023649079725146294,0.006527703255414963,0.048166628926992416,0.007035376038402319,0.0434240847826004,0.0,0.02968668006360531,0.02433156594634056,0.007737486157566309,0.028422106057405472,0.03488988056778908,0.040767520666122437,0.0,0.05318940430879593,0.0,0.03394429013133049,0.04070230573415756,0.028471801429986954,0.02830207720398903,0.0484289675951004,0.007565756794065237,0.010654936544597149,0.007035376038402319,0.02258620224893093,0.03913111984729767,0.03598979115486145,0.026200301945209503,0.020692355930805206,0.3341894745826721,0.03339603543281555,0.0,0.04202312231063843,0.007035376038402319,0.0,0.0,0.01464705541729927,0.0414680577814579,0.02781662344932556,0.03543391823768616,0.40580087900161743,0.0,"ALMONDS (and UNSWEETENED ALMOND BUTTER; see also MILK, ALMOND)"
0.24442797899246216,0.18424710631370544,0.2770387828350067,0.009330829605460167,0.017739703878760338,0.21119537949562073,0.13020168244838715,0.18924377858638763,0.15958362817764282,0.10140690207481384,0.15690961480140686,0.0,0.13213706016540527,0.13840413093566895,0.13840413093566895,0.16261926293373108,0.1964767873287201,0.16305650770664215,0.13020168244838715,0.21171081066131592,0.12143595516681671,0.13840413093566895,0.1746273636817932,0.17598074674606323,0.017265675589442253,0.19965523481369019,0.0,0.19904504716396332,0.0,0.1030285507440567,0.01738751120865345,0.22609180212020874,0.14506487548351288,0.1129741296172142,0.13020168244838715,0.023862402886152267,0.009330829605460167,0.13275179266929626,0.18164071440696716,0.0,0.0,0.09519557654857635,0.24703741073608398,0.21951203048229218,0.18961194157600403,0.11460837721824646,0.1776631772518158,0.08671458065509796,0.2229163944721222,0.08087693154811859,0.1129741296172142,0.061814576387405396,0.02000361867249012,0.0,0.21829910576343536,0.08539456129074097,0.16030393540859222,0.009330829605460167,0.0,0.1265495866537094,0.009330829605460167,0.2297867387533188,0.010056507773697376,0.23236845433712006,0.0,0.15885764360427856,0.13020168244838715,0.011060117743909359,0.11993955820798874,0.13496139645576477,0.21815279126167297,0.0,0.25895562767982483,0.0,0.18164071440696716,0.21780382096767426,0.15235666930675507,0.15144842863082886,0.25915026664733887,0.010814644396305084,0.01523037999868393,0.010056507773697376,0.10021059215068817,0.20939618349075317,0.17728300392627716,0.11624564975500107,0.08004236966371536,0.11357022076845169,0.17870694398880005,0.0,0.22487172484397888,0.010056507773697376,0.0,0.0,0.07837846875190735,0.20044198632240295,0.1488506942987442,0.18961194157600403,0.09531271457672119,0.0,"ALMONDS, MARCONA"
0.02576971985399723,0.019424930214881897,0.030395962297916412,0.003487428417429328,0.006630272604525089,0.022266048938035965,0.013726990669965744,0.019951719790697098,0.016824688762426376,0.12594187259674072,0.018185719847679138,0.0,0.013931035995483398,0.014591764658689499,0.014591764658689499,0.017144734039902687,0.02071428671479225,0.018898142501711845,0.013726990669965744,0.022320391610264778,0.012802832759916782,0.014591764658689499,0.018410732969641685,0.018553417176008224,0.14974698424339294,0.44557225704193115,0.0,0.020985055714845657,0.0,0.1279558539390564,0.2668520510196686,0.023836560547351837,0.015293996781110764,0.011910714209079742,0.013726990669965744,0.24712252616882324,0.003487428417429328,0.21169160306453705,0.01915014162659645,0.0,0.0,0.49753883481025696,0.028354080393910408,0.024695347994565964,0.01999053731560707,0.14928917586803436,0.020591044798493385,0.009142203256487846,0.02350178174674511,0.008526748046278954,0.011910714209079742,0.0065170289017260075,0.20716038346290588,0.0,0.023014985024929047,0.010724147781729698,0.01690063253045082,0.003487428417429328,0.0,0.013341955840587616,0.003487428417429328,0.026960603892803192,0.0037586530670523643,0.02449829876422882,0.0,0.016748150810599327,0.013726990669965744,0.004133755341172218,0.015789488330483437,0.17580106854438782,0.022999562323093414,0.0,0.02981175109744072,0.0,0.01915014162659645,0.022962769493460655,0.01606276072561741,0.015967007726430893,0.027321871370077133,0.004042009357362986,0.005692404694855213,0.0037586530670523643,0.012584798038005829,0.02207636460661888,0.020187409594655037,0.014598537236452103,0.011439822614192963,0.1584380567073822,0.018840834498405457,0.0,0.023707926273345947,0.0037586530670523643,0.0,0.0,0.008263339288532734,0.02323109284043312,0.01569313183426857,0.01999053731560707,0.19129157066345215,0.0,"APPLES (and APPLE CIDER, APPLE JUICE and/or APPLESAUCE)"
0.19610637426376343,0.1478228121995926,0.2282722294330597,0.02013387531042099,0.03827837109565735,0.16944360733032227,0.10446175932884216,0.15183168649673462,0.12803511321544647,0.10828815400600433,0.13418927788734436,0.0,0.10601453483104706,0.11104266345500946,0.11104266345500946,0.1304706335067749,0.15763476490974426,0.13944610953330994,0.10446175932884216,0.16985715925693512,0.09742896258831024,0.11104266345500946,0.14010483026504517,0.14119064807891846,0.03725552558898926,0.18316997587680817,0.0,0.1596953123807907,0.0,0.11001983284950256,0.037518419325351715,0.18139512836933136,0.11638661473989487,0.09063997864723206,0.10446175932884216,0.051489803940057755,0.02013387531042099,0.12408894300460815,0.14573168754577637,0.0,0.0,0.10801557451486588,0.20986539125442505,0.18395867943763733,0.15212705731391907,0.11365821957588196,0.15193775296211243,0.06957174837589264,0.17884746193885803,0.06488816440105438,0.09063997864723206,0.04959429055452347,0.043163400143384933,0.0,0.17514298856258392,0.07720707356929779,0.12861302495002747,0.02013387531042099,0.0,0.10153166949748993,0.02013387531042099,0.19817319512367249,0.021699726581573486,0.1864309310913086,0.0,0.12745265662670135,0.10446175932884216,0.023865297436714172,0.11211277544498444,0.13384249806404114,0.1750255972146988,0.0,0.22044357657432556,0.0,0.14573168754577637,0.1747456192970276,0.12223687767982483,0.12150819599628448,0.2079181671142578,0.023335618898272514,0.0328638032078743,0.021699726581573486,0.0906025767326355,0.16800010204315186,0.14979618787765503,0.10510022193193436,0.07937878370285034,0.12886475026607513,0.143377885222435,0.0,0.18041622638702393,0.021699726581573486,0.0,0.0,0.06288363039493561,0.1714182198047638,0.1194240152835846,0.15212705731391907,0.1081484854221344,0.0,"APRICOTS (see also APRICOTS, DRIED)"
0.09851016104221344,0.07425586879253387,0.12085535377264023,0.02315208688378334,0.04401657357811928,0.08511664718389511,0.05247430130839348,0.07626964151859283,0.06431590765714645,0.08215659111738205,0.07596314698457718,0.0,0.05325430631637573,0.0557800829410553,0.0557800829410553,0.06553934514522552,0.07918471097946167,0.07893899083137512,0.05247430130839348,0.08532438427209854,0.048941515386104584,0.0557800829410553,0.07037889212369919,0.07092433422803879,0.042840395122766495,0.11570668965578079,0.0,0.08021978288888931,0.0,0.08347038924694061,0.04314269870519638,0.09112025797367096,0.05846451595425606,0.04553120210766792,0.05247430130839348,0.059208497405052185,0.02315208688378334,0.08045772463083267,0.07320543378591537,0.0,0.0,0.08687596023082733,0.1174473986029625,0.10049273073673248,0.07641801983118057,0.07947133481502533,0.08601036667823792,0.034947991371154785,0.08984049409627914,0.03259528428316116,0.04553120210766792,0.02491271123290062,0.04963390529155731,0.0,0.08797961473464966,0.04774632304906845,0.064606212079525,0.02315208688378334,0.0,0.05100242793560028,0.02315208688378334,0.11378853768110275,0.02495267242193222,0.09364989399909973,0.0,0.06402332335710526,0.05247430130839348,0.027442876249551773,0.07269252836704254,0.09358444809913635,0.0879206508398056,0.0,0.12380864471197128,0.0,0.07320543378591537,0.08778000622987747,0.06140327826142311,0.06103723868727684,0.10444358736276627,0.026833796873688698,0.03779032453894615,0.02495267242193222,0.056030355393886566,0.0843915343284607,0.08304136246442795,0.06499597430229187,0.055502697825431824,0.10364475846290588,0.07202304899692535,0.0,0.09062852710485458,0.02495267242193222,0.0,0.0,0.0315883494913578,0.09703806042671204,0.059990294277668,0.07641801983118057,0.0869828537106514,0.0,ARUGULA (aka ROCKET)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BANANAS
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEETS
